week,day_of_week,hour,n
2021-05-16T00:00:00Z,7,07,9
2021-05-23T00:00:00Z,7,07,6
2021-05-30T00:00:00Z,7,07,6
2021-06-06T00:00:00Z,7,07,8
2021-06-13T00:00:00Z,7,07,9
2021-06-20T00:00:00Z,7,07,9
2021-06-27T00:00:00Z,7,07,3
2021-07-04T00:00:00Z,7,07,3
2021-07-11T00:00:00Z,7,07,1
2021-07-18T00:00:00Z,7,07,5
2021-07-25T00:00:00Z,7,07,6
2021-08-01T00:00:00Z,7,07,2
2021-08-08T00:00:00Z,7,07,4
2021-08-15T00:00:00Z,7,07,5
2021-08-22T00:00:00Z,7,07,5
2021-08-29T00:00:00Z,7,07,10
2021-09-05T00:00:00Z,7,07,7
2021-09-12T00:00:00Z,7,07,2
2021-09-19T00:00:00Z,7,07,4
2021-09-26T00:00:00Z,7,07,8
2021-10-03T00:00:00Z,7,07,8
2021-10-10T00:00:00Z,7,07,6
2021-10-17T00:00:00Z,7,07,7
2021-10-24T00:00:00Z,7,07,5
2021-10-31T00:00:00Z,7,07,5
2021-11-07T00:00:00Z,7,07,9
2021-11-14T00:00:00Z,7,07,6
2021-11-21T00:00:00Z,7,07,7
2021-11-28T00:00:00Z,7,07,5
2021-12-05T00:00:00Z,7,07,4
2021-12-12T00:00:00Z,7,07,6
2021-12-19T00:00:00Z,7,07,13
2021-12-26T00:00:00Z,7,07,6
2022-01-02T00:00:00Z,7,07,5
2022-01-09T00:00:00Z,7,07,3
2022-01-16T00:00:00Z,7,07,10
2022-01-23T00:00:00Z,7,07,5
2022-01-30T00:00:00Z,7,07,9
2022-02-06T00:00:00Z,7,07,4
2022-02-13T00:00:00Z,7,07,1
2022-02-20T00:00:00Z,7,07,5
2022-02-27T00:00:00Z,7,07,8
2022-03-06T00:00:00Z,7,07,4
2022-03-13T00:00:00Z,7,07,5
2022-03-20T00:00:00Z,7,07,1
2022-03-27T00:00:00Z,7,07,3
2015-08-23T00:00:00Z,7,08,1
2015-08-30T00:00:00Z,7,08,2
2015-09-13T00:00:00Z,7,08,1
2015-09-20T00:00:00Z,7,08,2
2015-09-27T00:00:00Z,7,08,2
2015-10-04T00:00:00Z,7,08,2
2015-10-11T00:00:00Z,7,08,1
2015-10-18T00:00:00Z,7,08,3
2015-10-25T00:00:00Z,7,08,4
2015-11-01T00:00:00Z,7,08,3
2015-11-08T00:00:00Z,7,08,4
2015-11-15T00:00:00Z,7,08,1
2015-11-22T00:00:00Z,7,08,1
2015-12-06T00:00:00Z,7,08,2
2015-12-13T00:00:00Z,7,08,2
2015-12-20T00:00:00Z,7,08,2
2016-01-03T00:00:00Z,7,08,2
2016-01-10T00:00:00Z,7,08,5
2016-01-17T00:00:00Z,7,08,2
2016-01-31T00:00:00Z,7,08,4
2016-02-07T00:00:00Z,7,08,5
2016-02-14T00:00:00Z,7,08,4
2016-02-21T00:00:00Z,7,08,2
2016-02-28T00:00:00Z,7,08,2
2016-03-13T00:00:00Z,7,08,1
2016-03-20T00:00:00Z,7,08,1
2016-04-10T00:00:00Z,7,08,6
2016-04-17T00:00:00Z,7,08,5
2016-04-24T00:00:00Z,7,08,1
2016-05-01T00:00:00Z,7,08,1
2016-05-08T00:00:00Z,7,08,4
2016-05-22T00:00:00Z,7,08,3
2016-05-29T00:00:00Z,7,08,3
2016-06-05T00:00:00Z,7,08,3
2016-06-12T00:00:00Z,7,08,2
2016-06-26T00:00:00Z,7,08,2
2016-07-03T00:00:00Z,7,08,3
2016-07-17T00:00:00Z,7,08,1
2016-07-24T00:00:00Z,7,08,3
2016-07-31T00:00:00Z,7,08,2
2016-08-07T00:00:00Z,7,08,3
2016-08-14T00:00:00Z,7,08,4
2016-08-21T00:00:00Z,7,08,7
2016-08-28T00:00:00Z,7,08,2
2016-09-04T00:00:00Z,7,08,1
2016-09-11T00:00:00Z,7,08,8
2016-09-18T00:00:00Z,7,08,4
2016-09-25T00:00:00Z,7,08,6
2016-10-09T00:00:00Z,7,08,2
2016-10-16T00:00:00Z,7,08,4
2016-10-23T00:00:00Z,7,08,4
2016-10-30T00:00:00Z,7,08,5
2016-11-06T00:00:00Z,7,08,6
2016-11-13T00:00:00Z,7,08,5
2016-11-20T00:00:00Z,7,08,2
2016-11-27T00:00:00Z,7,08,4
2016-12-04T00:00:00Z,7,08,6
2016-12-11T00:00:00Z,7,08,5
2016-12-18T00:00:00Z,7,08,5
2016-12-25T00:00:00Z,7,08,2
2017-01-01T00:00:00Z,7,08,2
2017-01-08T00:00:00Z,7,08,6
2017-01-15T00:00:00Z,7,08,3
2017-01-22T00:00:00Z,7,08,6
2017-01-29T00:00:00Z,7,08,3
2017-02-05T00:00:00Z,7,08,8
2017-02-12T00:00:00Z,7,08,2
2017-02-19T00:00:00Z,7,08,3
2017-02-26T00:00:00Z,7,08,3
2017-03-05T00:00:00Z,7,08,4
2017-03-12T00:00:00Z,7,08,4
2017-03-19T00:00:00Z,7,08,7
2017-03-26T00:00:00Z,7,08,6
2017-04-02T00:00:00Z,7,08,10
2017-04-09T00:00:00Z,7,08,2
2017-04-16T00:00:00Z,7,08,3
2017-04-23T00:00:00Z,7,08,6
2017-04-30T00:00:00Z,7,08,5
2017-05-07T00:00:00Z,7,08,2
2017-05-14T00:00:00Z,7,08,4
2017-05-21T00:00:00Z,7,08,6
2017-05-28T00:00:00Z,7,08,4
2017-06-04T00:00:00Z,7,08,4
2017-06-11T00:00:00Z,7,08,6
2017-06-18T00:00:00Z,7,08,4
2017-06-25T00:00:00Z,7,08,7
2017-07-02T00:00:00Z,7,08,5
2017-07-09T00:00:00Z,7,08,3
2017-07-16T00:00:00Z,7,08,3
2017-07-23T00:00:00Z,7,08,7
2017-07-30T00:00:00Z,7,08,8
2017-08-06T00:00:00Z,7,08,7
2017-08-13T00:00:00Z,7,08,6
2017-08-20T00:00:00Z,7,08,7
2017-08-27T00:00:00Z,7,08,6
2017-09-03T00:00:00Z,7,08,11
2017-09-10T00:00:00Z,7,08,9
2017-09-17T00:00:00Z,7,08,5
2017-09-24T00:00:00Z,7,08,7
2017-10-01T00:00:00Z,7,08,13
2017-10-08T00:00:00Z,7,08,10
2017-10-15T00:00:00Z,7,08,9
2017-10-22T00:00:00Z,7,08,7
2017-10-29T00:00:00Z,7,08,6
2017-11-05T00:00:00Z,7,08,10
2017-11-12T00:00:00Z,7,08,8
2017-11-19T00:00:00Z,7,08,13
2017-11-26T00:00:00Z,7,08,7
2017-12-03T00:00:00Z,7,08,8
2017-12-10T00:00:00Z,7,08,28
2017-12-17T00:00:00Z,7,08,7
2017-12-24T00:00:00Z,7,08,1
2017-12-31T00:00:00Z,7,08,9
2018-01-07T00:00:00Z,7,08,14
2018-01-14T00:00:00Z,7,08,14
2018-01-21T00:00:00Z,7,08,15
2018-01-28T00:00:00Z,7,08,4
2018-02-04T00:00:00Z,7,08,7
2018-02-11T00:00:00Z,7,08,7
2018-02-18T00:00:00Z,7,08,8
2018-02-25T00:00:00Z,7,08,10
2018-03-04T00:00:00Z,7,08,10
2018-03-11T00:00:00Z,7,08,7
2018-03-18T00:00:00Z,7,08,12
2018-03-25T00:00:00Z,7,08,5
2018-04-01T00:00:00Z,7,08,5
2018-04-08T00:00:00Z,7,08,5
2018-04-15T00:00:00Z,7,08,10
2018-04-22T00:00:00Z,7,08,8
2018-04-29T00:00:00Z,7,08,10
2018-05-06T00:00:00Z,7,08,7
2018-05-13T00:00:00Z,7,08,13
2018-05-20T00:00:00Z,7,08,14
2018-05-27T00:00:00Z,7,08,8
2018-06-03T00:00:00Z,7,08,9
2018-06-10T00:00:00Z,7,08,10
2018-06-17T00:00:00Z,7,08,7
2018-06-24T00:00:00Z,7,08,7
2018-07-01T00:00:00Z,7,08,13
2018-07-08T00:00:00Z,7,08,10
2018-07-15T00:00:00Z,7,08,16
2018-07-22T00:00:00Z,7,08,16
2018-07-29T00:00:00Z,7,08,8
2018-08-05T00:00:00Z,7,08,11
2018-08-12T00:00:00Z,7,08,6
2018-08-19T00:00:00Z,7,08,6
2018-08-26T00:00:00Z,7,08,11
2018-09-02T00:00:00Z,7,08,11
2018-09-09T00:00:00Z,7,08,4
2018-09-16T00:00:00Z,7,08,14
2018-09-23T00:00:00Z,7,08,13
2018-09-30T00:00:00Z,7,08,11
2018-10-07T00:00:00Z,7,08,18
2018-10-14T00:00:00Z,7,08,11
2018-10-21T00:00:00Z,7,08,15
2018-10-28T00:00:00Z,7,08,14
2018-11-04T00:00:00Z,7,08,5
2018-11-11T00:00:00Z,7,08,15
2018-11-18T00:00:00Z,7,08,14
2018-11-25T00:00:00Z,7,08,7
2018-12-02T00:00:00Z,7,08,10
2018-12-09T00:00:00Z,7,08,7
2018-12-16T00:00:00Z,7,08,10
2018-12-23T00:00:00Z,7,08,3
2018-12-30T00:00:00Z,7,08,8
2019-01-06T00:00:00Z,7,08,8
2019-01-13T00:00:00Z,7,08,8
2019-01-20T00:00:00Z,7,08,11
2019-01-27T00:00:00Z,7,08,7
2019-02-03T00:00:00Z,7,08,12
2019-02-10T00:00:00Z,7,08,7
2019-02-17T00:00:00Z,7,08,8
2019-02-24T00:00:00Z,7,08,7
2019-03-03T00:00:00Z,7,08,7
2019-03-10T00:00:00Z,7,08,14
2019-03-17T00:00:00Z,7,08,9
2019-03-24T00:00:00Z,7,08,11
2019-03-31T00:00:00Z,7,08,18
2019-04-07T00:00:00Z,7,08,8
2019-04-14T00:00:00Z,7,08,12
2019-04-21T00:00:00Z,7,08,9
2019-04-28T00:00:00Z,7,08,5
2019-05-05T00:00:00Z,7,08,6
2019-05-12T00:00:00Z,7,08,8
2019-05-19T00:00:00Z,7,08,13
2019-05-26T00:00:00Z,7,08,7
2019-06-02T00:00:00Z,7,08,12
2019-06-09T00:00:00Z,7,08,8
2019-06-16T00:00:00Z,7,08,9
2019-06-23T00:00:00Z,7,08,7
2019-06-30T00:00:00Z,7,08,10
2019-07-07T00:00:00Z,7,08,8
2019-07-14T00:00:00Z,7,08,6
2019-07-21T00:00:00Z,7,08,9
2019-07-28T00:00:00Z,7,08,11
2019-08-04T00:00:00Z,7,08,4
2019-08-11T00:00:00Z,7,08,9
2019-08-18T00:00:00Z,7,08,6
2019-08-25T00:00:00Z,7,08,13
2019-09-01T00:00:00Z,7,08,1
2019-09-08T00:00:00Z,7,08,11
2019-09-15T00:00:00Z,7,08,8
2019-09-22T00:00:00Z,7,08,8
2019-09-29T00:00:00Z,7,08,13
2019-10-06T00:00:00Z,7,08,7
2019-10-13T00:00:00Z,7,08,13
2019-10-20T00:00:00Z,7,08,6
2019-10-27T00:00:00Z,7,08,9
2019-11-03T00:00:00Z,7,08,8
2019-11-10T00:00:00Z,7,08,13
2019-11-17T00:00:00Z,7,08,13
2019-11-24T00:00:00Z,7,08,5
2019-12-01T00:00:00Z,7,08,12
2019-12-08T00:00:00Z,7,08,10
2019-12-15T00:00:00Z,7,08,9
2019-12-22T00:00:00Z,7,08,6
2019-12-29T00:00:00Z,7,08,6
2020-01-05T00:00:00Z,7,08,2
2020-01-12T00:00:00Z,7,08,6
2020-01-19T00:00:00Z,7,08,6
2020-01-26T00:00:00Z,7,08,8
2020-02-02T00:00:00Z,7,08,11
2020-02-09T00:00:00Z,7,08,9
2020-02-16T00:00:00Z,7,08,6
2020-02-23T00:00:00Z,7,08,13
2020-03-01T00:00:00Z,7,08,11
2020-03-08T00:00:00Z,7,08,6
2020-03-15T00:00:00Z,7,08,6
2020-03-22T00:00:00Z,7,08,4
2020-03-29T00:00:00Z,7,08,5
2020-04-05T00:00:00Z,7,08,2
2020-04-19T00:00:00Z,7,08,5
2020-04-26T00:00:00Z,7,08,6
2020-05-03T00:00:00Z,7,08,3
2020-05-10T00:00:00Z,7,08,7
2020-05-17T00:00:00Z,7,08,5
2020-05-24T00:00:00Z,7,08,1
2020-05-31T00:00:00Z,7,08,7
2020-06-07T00:00:00Z,7,08,11
2020-06-14T00:00:00Z,7,08,5
2020-06-21T00:00:00Z,7,08,8
2020-06-28T00:00:00Z,7,08,4
2020-07-05T00:00:00Z,7,08,5
2020-07-12T00:00:00Z,7,08,7
2020-07-19T00:00:00Z,7,08,6
2020-07-26T00:00:00Z,7,08,5
2020-08-02T00:00:00Z,7,08,2
2020-08-09T00:00:00Z,7,08,6
2020-08-16T00:00:00Z,7,08,6
2020-08-23T00:00:00Z,7,08,7
2020-08-30T00:00:00Z,7,08,11
2020-09-06T00:00:00Z,7,08,4
2020-09-13T00:00:00Z,7,08,7
2020-09-20T00:00:00Z,7,08,7
2020-09-27T00:00:00Z,7,08,8
2020-10-04T00:00:00Z,7,08,8
2020-10-11T00:00:00Z,7,08,7
2020-10-18T00:00:00Z,7,08,6
2020-10-25T00:00:00Z,7,08,5
2020-11-01T00:00:00Z,7,08,5
2020-11-08T00:00:00Z,7,08,8
2020-11-15T00:00:00Z,7,08,9
2020-11-22T00:00:00Z,7,08,3
2020-11-29T00:00:00Z,7,08,5
2020-12-06T00:00:00Z,7,08,7
2020-12-13T00:00:00Z,7,08,9
2020-12-20T00:00:00Z,7,08,10
2020-12-27T00:00:00Z,7,08,3
2021-01-03T00:00:00Z,7,08,4
2021-01-10T00:00:00Z,7,08,6
2021-01-17T00:00:00Z,7,08,17
2021-01-24T00:00:00Z,7,08,6
2021-01-31T00:00:00Z,7,08,8
2021-02-07T00:00:00Z,7,08,13
2021-02-14T00:00:00Z,7,08,17
2021-02-21T00:00:00Z,7,08,8
2021-02-28T00:00:00Z,7,08,4
2021-03-07T00:00:00Z,7,08,7
2021-03-14T00:00:00Z,7,08,6
2021-03-21T00:00:00Z,7,08,10
2021-03-28T00:00:00Z,7,08,9
2021-04-04T00:00:00Z,7,08,4
2021-04-11T00:00:00Z,7,08,4
2021-04-18T00:00:00Z,7,08,7
2021-04-25T00:00:00Z,7,08,4
2021-05-02T00:00:00Z,7,08,8
2021-05-09T00:00:00Z,7,08,6
2021-05-16T00:00:00Z,7,08,7
2021-05-23T00:00:00Z,7,08,6
2021-05-30T00:00:00Z,7,08,11
2021-06-06T00:00:00Z,7,08,10
2021-06-13T00:00:00Z,7,08,12
2021-06-20T00:00:00Z,7,08,11
2021-06-27T00:00:00Z,7,08,7
2021-07-04T00:00:00Z,7,08,10
2021-07-11T00:00:00Z,7,08,13
2021-07-18T00:00:00Z,7,08,5
2021-07-25T00:00:00Z,7,08,9
2021-08-01T00:00:00Z,7,08,3
2021-08-08T00:00:00Z,7,08,8
2021-08-15T00:00:00Z,7,08,13
2021-08-22T00:00:00Z,7,08,7
2021-08-29T00:00:00Z,7,08,9
2021-09-05T00:00:00Z,7,08,3
2021-09-12T00:00:00Z,7,08,7
2021-09-19T00:00:00Z,7,08,11
2021-09-26T00:00:00Z,7,08,8
2021-10-03T00:00:00Z,7,08,7
2021-10-10T00:00:00Z,7,08,13
2021-10-17T00:00:00Z,7,08,6
2021-10-24T00:00:00Z,7,08,13
2021-10-31T00:00:00Z,7,08,12
2021-11-07T00:00:00Z,7,08,4
2021-11-14T00:00:00Z,7,08,6
2021-11-21T00:00:00Z,7,08,10
2021-11-28T00:00:00Z,7,08,3
2021-12-05T00:00:00Z,7,08,9
2021-12-12T00:00:00Z,7,08,3
2021-12-19T00:00:00Z,7,08,5
2021-12-26T00:00:00Z,7,08,7
2022-01-02T00:00:00Z,7,08,4
2022-01-09T00:00:00Z,7,08,5
2022-01-16T00:00:00Z,7,08,11
2022-01-23T00:00:00Z,7,08,9
2022-01-30T00:00:00Z,7,08,9
2022-02-06T00:00:00Z,7,08,18
2022-02-13T00:00:00Z,7,08,6
2022-02-20T00:00:00Z,7,08,11
2022-02-27T00:00:00Z,7,08,11
2022-03-06T00:00:00Z,7,08,9
2022-03-13T00:00:00Z,7,08,12
2022-03-20T00:00:00Z,7,08,8
2022-03-27T00:00:00Z,7,08,6
2015-08-30T00:00:00Z,7,09,1
2015-09-06T00:00:00Z,7,09,3
2015-09-13T00:00:00Z,7,09,1
2015-09-20T00:00:00Z,7,09,1
2015-10-11T00:00:00Z,7,09,3
2015-10-18T00:00:00Z,7,09,5
2015-10-25T00:00:00Z,7,09,7
2015-11-01T00:00:00Z,7,09,4
2015-11-08T00:00:00Z,7,09,9
2015-11-15T00:00:00Z,7,09,6
2015-11-22T00:00:00Z,7,09,6
2015-11-29T00:00:00Z,7,09,1
2015-12-06T00:00:00Z,7,09,1
2015-12-13T00:00:00Z,7,09,1
2015-12-20T00:00:00Z,7,09,4
2016-01-03T00:00:00Z,7,09,4
2016-01-17T00:00:00Z,7,09,3
2016-01-24T00:00:00Z,7,09,6
2016-01-31T00:00:00Z,7,09,5
2016-02-07T00:00:00Z,7,09,2
2016-02-14T00:00:00Z,7,09,2
2016-02-21T00:00:00Z,7,09,6
2016-02-28T00:00:00Z,7,09,5
2016-03-06T00:00:00Z,7,09,2
2016-03-13T00:00:00Z,7,09,4
2016-03-20T00:00:00Z,7,09,3
2016-03-27T00:00:00Z,7,09,3
2016-04-03T00:00:00Z,7,09,2
2016-04-10T00:00:00Z,7,09,13
2016-04-17T00:00:00Z,7,09,7
2016-04-24T00:00:00Z,7,09,1
2016-05-01T00:00:00Z,7,09,3
2016-05-08T00:00:00Z,7,09,1
2016-05-15T00:00:00Z,7,09,4
2016-05-22T00:00:00Z,7,09,6
2016-05-29T00:00:00Z,7,09,5
2016-06-05T00:00:00Z,7,09,2
2016-06-19T00:00:00Z,7,09,1
2016-06-26T00:00:00Z,7,09,9
2016-07-03T00:00:00Z,7,09,2
2016-07-10T00:00:00Z,7,09,2
2016-07-17T00:00:00Z,7,09,3
2016-07-24T00:00:00Z,7,09,2
2016-07-31T00:00:00Z,7,09,2
2016-08-07T00:00:00Z,7,09,7
2016-08-14T00:00:00Z,7,09,9
2016-08-21T00:00:00Z,7,09,10
2016-08-28T00:00:00Z,7,09,4
2016-09-04T00:00:00Z,7,09,3
2016-09-11T00:00:00Z,7,09,5
2016-09-18T00:00:00Z,7,09,2
2016-09-25T00:00:00Z,7,09,9
2016-10-02T00:00:00Z,7,09,8
2016-10-09T00:00:00Z,7,09,10
2016-10-16T00:00:00Z,7,09,6
2016-10-23T00:00:00Z,7,09,8
2016-10-30T00:00:00Z,7,09,6
2016-11-06T00:00:00Z,7,09,2
2016-11-13T00:00:00Z,7,09,2
2016-11-20T00:00:00Z,7,09,8
2016-11-27T00:00:00Z,7,09,3
2016-12-04T00:00:00Z,7,09,8
2016-12-11T00:00:00Z,7,09,9
2016-12-18T00:00:00Z,7,09,3
2016-12-25T00:00:00Z,7,09,5
2017-01-01T00:00:00Z,7,09,1
2017-01-08T00:00:00Z,7,09,3
2017-01-15T00:00:00Z,7,09,10
2017-01-22T00:00:00Z,7,09,5
2017-01-29T00:00:00Z,7,09,3
2017-02-05T00:00:00Z,7,09,4
2017-02-12T00:00:00Z,7,09,7
2017-02-19T00:00:00Z,7,09,4
2017-02-26T00:00:00Z,7,09,7
2017-03-05T00:00:00Z,7,09,8
2017-03-12T00:00:00Z,7,09,9
2017-03-19T00:00:00Z,7,09,2
2017-03-26T00:00:00Z,7,09,9
2017-04-02T00:00:00Z,7,09,8
2017-04-09T00:00:00Z,7,09,5
2017-04-16T00:00:00Z,7,09,5
2017-04-23T00:00:00Z,7,09,7
2017-04-30T00:00:00Z,7,09,5
2017-05-07T00:00:00Z,7,09,9
2017-05-14T00:00:00Z,7,09,5
2017-05-21T00:00:00Z,7,09,6
2017-05-28T00:00:00Z,7,09,11
2017-06-04T00:00:00Z,7,09,9
2017-06-11T00:00:00Z,7,09,10
2017-06-18T00:00:00Z,7,09,1
2017-06-25T00:00:00Z,7,09,13
2017-07-02T00:00:00Z,7,09,8
2017-07-09T00:00:00Z,7,09,5
2017-07-16T00:00:00Z,7,09,10
2017-07-23T00:00:00Z,7,09,4
2017-07-30T00:00:00Z,7,09,10
2017-08-06T00:00:00Z,7,09,7
2017-08-13T00:00:00Z,7,09,7
2017-08-20T00:00:00Z,7,09,5
2017-08-27T00:00:00Z,7,09,7
2017-09-03T00:00:00Z,7,09,13
2017-09-10T00:00:00Z,7,09,7
2017-09-17T00:00:00Z,7,09,25
2017-09-24T00:00:00Z,7,09,13
2017-10-01T00:00:00Z,7,09,14
2017-10-08T00:00:00Z,7,09,14
2017-10-15T00:00:00Z,7,09,10
2017-10-22T00:00:00Z,7,09,10
2017-10-29T00:00:00Z,7,09,7
2017-11-05T00:00:00Z,7,09,17
2017-11-12T00:00:00Z,7,09,12
2017-11-19T00:00:00Z,7,09,13
2017-11-26T00:00:00Z,7,09,12
2017-12-03T00:00:00Z,7,09,20
2017-12-10T00:00:00Z,7,09,34
2017-12-17T00:00:00Z,7,09,13
2017-12-24T00:00:00Z,7,09,15
2017-12-31T00:00:00Z,7,09,14
2018-01-07T00:00:00Z,7,09,16
2018-01-14T00:00:00Z,7,09,22
2018-01-21T00:00:00Z,7,09,12
2018-01-28T00:00:00Z,7,09,12
2018-02-04T00:00:00Z,7,09,17
2018-02-11T00:00:00Z,7,09,14
2018-02-18T00:00:00Z,7,09,12
2018-02-25T00:00:00Z,7,09,12
2018-03-04T00:00:00Z,7,09,12
2018-03-11T00:00:00Z,7,09,12
2018-03-18T00:00:00Z,7,09,10
2018-03-25T00:00:00Z,7,09,11
2018-04-01T00:00:00Z,7,09,12
2018-04-08T00:00:00Z,7,09,16
2018-04-15T00:00:00Z,7,09,9
2018-04-22T00:00:00Z,7,09,7
2018-04-29T00:00:00Z,7,09,17
2018-05-06T00:00:00Z,7,09,11
2018-05-13T00:00:00Z,7,09,10
2018-05-20T00:00:00Z,7,09,17
2018-05-27T00:00:00Z,7,09,8
2018-06-03T00:00:00Z,7,09,13
2018-06-10T00:00:00Z,7,09,19
2018-06-17T00:00:00Z,7,09,15
2018-06-24T00:00:00Z,7,09,11
2018-07-01T00:00:00Z,7,09,16
2018-07-08T00:00:00Z,7,09,12
2018-07-15T00:00:00Z,7,09,17
2018-07-22T00:00:00Z,7,09,18
2018-07-29T00:00:00Z,7,09,16
2018-08-05T00:00:00Z,7,09,8
2018-08-12T00:00:00Z,7,09,17
2018-08-19T00:00:00Z,7,09,12
2018-08-26T00:00:00Z,7,09,13
2018-09-02T00:00:00Z,7,09,18
2018-09-09T00:00:00Z,7,09,14
2018-09-16T00:00:00Z,7,09,7
2018-09-23T00:00:00Z,7,09,14
2018-09-30T00:00:00Z,7,09,15
2018-10-07T00:00:00Z,7,09,13
2018-10-14T00:00:00Z,7,09,18
2018-10-21T00:00:00Z,7,09,11
2018-10-28T00:00:00Z,7,09,13
2018-11-04T00:00:00Z,7,09,14
2018-11-11T00:00:00Z,7,09,16
2018-11-18T00:00:00Z,7,09,14
2018-11-25T00:00:00Z,7,09,12
2018-12-02T00:00:00Z,7,09,8
2018-12-09T00:00:00Z,7,09,12
2018-12-16T00:00:00Z,7,09,12
2018-12-23T00:00:00Z,7,09,10
2018-12-30T00:00:00Z,7,09,10
2019-01-06T00:00:00Z,7,09,5
2019-01-13T00:00:00Z,7,09,33
2019-01-20T00:00:00Z,7,09,14
2019-01-27T00:00:00Z,7,09,9
2019-02-03T00:00:00Z,7,09,17
2019-02-10T00:00:00Z,7,09,10
2019-02-17T00:00:00Z,7,09,6
2019-02-24T00:00:00Z,7,09,8
2019-03-03T00:00:00Z,7,09,15
2019-03-10T00:00:00Z,7,09,9
2019-03-17T00:00:00Z,7,09,7
2019-03-24T00:00:00Z,7,09,9
2019-03-31T00:00:00Z,7,09,7
2019-04-07T00:00:00Z,7,09,12
2019-04-14T00:00:00Z,7,09,9
2019-04-21T00:00:00Z,7,09,11
2019-04-28T00:00:00Z,7,09,10
2019-05-05T00:00:00Z,7,09,14
2019-05-12T00:00:00Z,7,09,11
2019-05-19T00:00:00Z,7,09,14
2019-05-26T00:00:00Z,7,09,14
2019-06-02T00:00:00Z,7,09,15
2019-06-09T00:00:00Z,7,09,19
2019-06-16T00:00:00Z,7,09,14
2019-06-23T00:00:00Z,7,09,6
2019-06-30T00:00:00Z,7,09,17
2019-07-07T00:00:00Z,7,09,10
2019-07-14T00:00:00Z,7,09,12
2019-07-21T00:00:00Z,7,09,15
2019-07-28T00:00:00Z,7,09,12
2019-08-04T00:00:00Z,7,09,13
2019-08-11T00:00:00Z,7,09,16
2019-08-18T00:00:00Z,7,09,23
2019-08-25T00:00:00Z,7,09,12
2019-09-01T00:00:00Z,7,09,10
2019-09-08T00:00:00Z,7,09,11
2019-09-15T00:00:00Z,7,09,9
2019-09-22T00:00:00Z,7,09,14
2019-09-29T00:00:00Z,7,09,16
2019-10-06T00:00:00Z,7,09,8
2019-10-13T00:00:00Z,7,09,19
2019-10-20T00:00:00Z,7,09,11
2019-10-27T00:00:00Z,7,09,10
2019-11-03T00:00:00Z,7,09,11
2019-11-10T00:00:00Z,7,09,10
2019-11-17T00:00:00Z,7,09,12
2019-11-24T00:00:00Z,7,09,13
2019-12-01T00:00:00Z,7,09,6
2019-12-08T00:00:00Z,7,09,8
2019-12-15T00:00:00Z,7,09,8
2019-12-22T00:00:00Z,7,09,17
2019-12-29T00:00:00Z,7,09,5
2020-01-05T00:00:00Z,7,09,2
2020-01-12T00:00:00Z,7,09,8
2020-01-19T00:00:00Z,7,09,14
2020-01-26T00:00:00Z,7,09,11
2020-02-02T00:00:00Z,7,09,14
2020-02-09T00:00:00Z,7,09,11
2020-02-16T00:00:00Z,7,09,13
2020-02-23T00:00:00Z,7,09,16
2020-03-01T00:00:00Z,7,09,23
2020-03-08T00:00:00Z,7,09,10
2020-03-15T00:00:00Z,7,09,5
2020-03-22T00:00:00Z,7,09,6
2020-03-29T00:00:00Z,7,09,5
2020-04-05T00:00:00Z,7,09,3
2020-04-12T00:00:00Z,7,09,4
2020-04-19T00:00:00Z,7,09,3
2020-04-26T00:00:00Z,7,09,5
2020-05-03T00:00:00Z,7,09,4
2020-05-10T00:00:00Z,7,09,9
2020-05-17T00:00:00Z,7,09,5
2020-05-24T00:00:00Z,7,09,9
2020-05-31T00:00:00Z,7,09,6
2020-06-07T00:00:00Z,7,09,5
2020-06-14T00:00:00Z,7,09,6
2020-06-21T00:00:00Z,7,09,15
2020-06-28T00:00:00Z,7,09,8
2020-07-05T00:00:00Z,7,09,5
2020-07-12T00:00:00Z,7,09,9
2020-07-19T00:00:00Z,7,09,9
2020-07-26T00:00:00Z,7,09,13
2020-08-02T00:00:00Z,7,09,13
2020-08-09T00:00:00Z,7,09,9
2020-08-16T00:00:00Z,7,09,9
2020-08-23T00:00:00Z,7,09,11
2020-08-30T00:00:00Z,7,09,9
2020-09-06T00:00:00Z,7,09,10
2020-09-13T00:00:00Z,7,09,10
2020-09-20T00:00:00Z,7,09,13
2020-09-27T00:00:00Z,7,09,13
2020-10-04T00:00:00Z,7,09,5
2020-10-11T00:00:00Z,7,09,7
2020-10-18T00:00:00Z,7,09,7
2020-10-25T00:00:00Z,7,09,13
2020-11-01T00:00:00Z,7,09,12
2020-11-08T00:00:00Z,7,09,7
2020-11-15T00:00:00Z,7,09,6
2020-11-22T00:00:00Z,7,09,13
2020-11-29T00:00:00Z,7,09,9
2020-12-06T00:00:00Z,7,09,8
2020-12-13T00:00:00Z,7,09,9
2020-12-20T00:00:00Z,7,09,6
2020-12-27T00:00:00Z,7,09,10
2021-01-03T00:00:00Z,7,09,5
2021-01-10T00:00:00Z,7,09,9
2021-01-17T00:00:00Z,7,09,10
2021-01-24T00:00:00Z,7,09,9
2021-01-31T00:00:00Z,7,09,10
2021-02-07T00:00:00Z,7,09,13
2021-02-14T00:00:00Z,7,09,15
2021-02-21T00:00:00Z,7,09,19
2021-02-28T00:00:00Z,7,09,19
2021-03-07T00:00:00Z,7,09,13
2021-03-14T00:00:00Z,7,09,8
2021-03-21T00:00:00Z,7,09,9
2021-03-28T00:00:00Z,7,09,9
